person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Conchita Ignacio Rojo,conchitaignaciorojo,conchitaignaciorojo@hotmail.com,12666913913,1985-07-17,"Pasaje Vanegas 795 675, San Helena de la Montaña, NL 56106",1-009-640-6569,06:0d:9e:c3:b3:65,210.121.207.235,GB95ZFBT2907826972158,2025-06-18 18:39:14,25045,721,50,1211900,0c7c0428-8dad-4aad-ba8c-01e7b6e2ca4e
Eugenio Tejada Paredes,eugeniotejadaparedes,eugeniotejadaparedes@hotmail.com,6469839994,1910-07-01,"Diagonal San Luis Potosí 099 610, San Sessa los altos, DGO 27221-9640",+76(6)4230562841,e2:2f:c7:51:f3:94,89.29.202.96,GB14AYVF5506865299658,2025-06-18 18:39:14,1722,761,86,177528,af676e87-a7b6-4864-abd7-8ea02e841925
Irene Jaime Valverde,irenejaimevalverde,irenejaimevalverde@yahoo.com,74353888741,1977-07-04,"Calle Lozano 739 Interior 590, Vieja Santa Lucía, MEX 28673",1-355-593-9284,74:9f:04:7d:ff:9e,178.233.110.222,GB66APZZ9042244021400,2025-06-18 18:39:14,8279,382,37,1255114,65b30f46-0a74-4052-8380-7b32a0f8e563
Mario Víctor Colón Meraz,mariovíctorcolónmeraz,mariovíctorcolónmeraz@yahoo.com,64545121473,1922-01-07,"Eje vial Acuña 151 373, San Aldo los bajos, CHIH 25295-5360",1-514-440-0051,ec:e4:c9:f5:d9:51,208.203.241.58,GB56HMLN6309661222291,2025-06-18 18:39:14,17706,926,624,153459,c40b5ade-12eb-42cb-a044-172041cf11c5
Gabino Silvia Ornelas Carvajal,gabinosilviaornelascarvajal,gabinosilviaornelascarvajal@gmail.com,86232823897,1943-06-10,"Calzada Sur Torres 473 Edif. 171 , Depto. 250, Nueva Nicaragua, BC 67716-7389",1-342-451-2030x59402,8a:7f:83:4e:ec:c6,150.246.216.27,GB76ZZSU3897984863485,2025-06-18 18:39:14,20052,851,522,677061,104b3129-7e19-4418-b2f8-1e4557939fec
Mtro. Dolores Jurado,mtro.doloresjurado,mtro.doloresjurado@gmail.com,8043858979,1981-08-17,"Boulevard Angulo 365 420, San Nelly los altos, TLAX 91460-4898",233-487-9025x49460,a2:db:74:af:80:61,125.189.206.146,GB83ASWW0305722750057,2025-06-18 18:39:14,18919,562,321,330863,e15b4f9f-63a3-4f3a-845d-7842aa71dd49
Enrique Ceballos,enriqueceballos,enriqueceballos@yahoo.com,54378867771,1913-07-18,"Calle Djibouti 118 Interior 136, San Alejandro de la Montaña, SIN 25786-2632",361-125-3425,44:05:b3:59:de:68,184.248.58.138,GB98WHCK7519692059857,2025-06-18 18:39:14,31000,314,453,1159204,8043142c-7854-42f3-9f6f-8811d714d7c9
Gloria Almanza,gloriaalmanza,gloriaalmanza@yahoo.com,15698895578,1989-06-05,"Eje vial Zamudio 485 Interior 762, San Dalia de la Montaña, TAMPS 25129",(609)258-3389x274,1e:48:cd:77:95:85,12.108.240.67,GB04GJNF1093756804015,2025-06-18 18:39:14,28776,135,67,269821,eb1b9afb-a889-4504-848d-2d28093c46cc
Manuel Valdivia,manuelvaldivia,manuelvaldivia@gmail.com,3391924135,1984-01-14,"Calzada Durango 882 Edif. 800 , Depto. 095, Vieja Micronesia, BCS 68442",1-433-976-0809x64559,60:a6:19:93:0f:df,85.93.154.120,GB12RFRF3976909993958,2025-06-18 18:39:14,5104,86,523,1549979,1be393cf-c41a-455b-bb35-614ee016500d
Mariana Daniel Nevárez,marianadanielnevárez,marianadanielnevárez@gmail.com,61151218643,1952-05-08,"Boulevard Puebla 427 652, San Wilfrido los bajos, GRO 52879-6455",681-895-0081x536,c8:06:76:92:62:3c,216.154.221.232,GB84LJAJ4285596479393,2025-06-18 18:39:14,34405,277,511,82646,f711e5d3-e756-4d83-8890-4bba2cd78e1d
Flavio Osorio,flavioosorio,flavioosorio@hotmail.com,94724829000,1981-08-19,"Viaducto Chiapas 329 193, Vieja Canadá, COAH 99795-4345",1-237-900-4445,8c:ab:b7:19:b1:f0,196.126.16.44,GB49XSDA3354393570835,2025-06-18 18:39:14,2163,602,751,1275703,e12604e9-8d8d-4180-bc1c-4a0ac235f659
Gerónimo Leonel Posada,gerónimoleonelposada,gerónimoleonelposada@yahoo.com,11082635118,1954-09-14,"Ampliación Veracruz de Ignacio de la Llave 497 Edif. 918 , Depto. 852, Nueva Nauru, OAX 12588",091-113-7227,c8:46:d8:cb:17:f5,173.40.74.65,GB95DUAD6763564359531,2025-06-18 18:39:14,19444,749,668,1588333,0bed843a-f566-4838-ae57-f95a83ab3d80
Dulce María Acosta Ramos,dulcemaríaacostaramos,dulcemaríaacostaramos@gmail.com,87716831562,1990-01-19,"Corredor Vietman 805 646, San Gonzalo de la Montaña, MOR 08056-4297",03148528765,06:04:fb:21:bd:fb,64.123.111.184,GB12VZHH4474783007207,2025-06-18 18:39:14,29791,518,85,1509771,899e32da-cdd0-4fa4-b000-71bb5b1be77a
Sr(a). Darío Valverde,sr(a).daríovalverde,sr(a).daríovalverde@gmail.com,61866127352,1978-06-13,"Retorno Vaca 425 Edif. 148 , Depto. 537, San Rosalia los bajos, YUC 86871-4616",1-770-038-8517,56:37:cd:89:b7:9a,8.173.62.18,GB78QUBA1747485202008,2025-06-18 18:39:14,8646,909,103,1493464,64db6b6c-c359-45d8-8bd2-c98fbebdb738
Sergio Ramírez,sergioramírez,sergioramírez@hotmail.com,45539586490,1994-08-11,"Circunvalación Badillo 562 Interior 921, San Natalia los bajos, QRO 07214",09108885645,04:f2:2c:6f:88:0a,75.227.67.206,GB94CWNM6554400212485,2025-06-18 18:39:14,4809,118,3,1922034,c79db4f1-c35a-479e-8f22-90d5338de945
Guadalupe Pilar Rivas,guadalupepilarrivas,guadalupepilarrivas@yahoo.com,29182796135,2013-05-08,"Cerrada Hernández 444 275, Vieja Honduras, JAL 68157",1-485-970-0608,20:f8:65:a4:fe:f7,175.254.125.14,GB51AHDX4748868407349,2025-06-18 18:39:14,29783,137,197,1303814,bc777f1d-9385-4c45-b6bb-f8999c4747a5
Trinidad Ruiz,trinidadruiz,trinidadruiz@hotmail.com,22476062595,1939-02-25,"Viaducto Campeche 286 Interior 674, Vieja Bahrein, COAH 84414-1719",+37(9)9488080207,32:90:92:ae:b8:b6,5.88.206.61,GB10HZLI0958084922479,2025-06-18 18:39:14,17417,407,260,666375,400aab02-c0b3-43b9-8c66-587a35544355
Lorena Úrsula Riojas,lorenaúrsulariojas,lorenaúrsulariojas@hotmail.com,99088950201,2016-02-24,"Periférico Perú 168 Interior 994, San Oswaldo los altos, NAY 29023-0750",010-790-6869x240,d4:0b:15:07:c3:de,74.73.240.144,GB89CBJR2762346905203,2025-06-18 18:39:14,2957,495,359,1353488,c9d0e35d-83c9-47ac-b6be-d82a55e217d4
Luis Miguel Casas Trujillo,luismiguelcasastrujillo,luismiguelcasastrujillo@yahoo.com,46681851245,1964-06-25,"Corredor Egipto 172 Interior 467, San Celia de la Montaña, GRO 68993-8483",1-755-560-9564,a0:60:1e:87:c3:e7,190.32.207.83,GB31BJHX0421214888529,2025-06-18 18:39:14,17555,606,154,1696192,455eb47b-1b2a-49b0-9bcf-5c9963b55db7
Emiliano Cazares,emilianocazares,emilianocazares@yahoo.com,54627956615,1992-08-25,"Eje vial Zambia 824 Edif. 762 , Depto. 485, San Adela de la Montaña, DF 49226-9186",617.930.2951x8734,a6:30:59:15:2a:46,177.71.254.197,GB51WXTY6124428176825,2025-06-18 18:39:14,14080,816,591,1517171,18443998-5406-4b16-bb18-97ae6dd69fe3
Luis Manuel Cristina Jasso,luismanuelcristinajasso,luismanuelcristinajasso@yahoo.com,72123289679,2002-08-24,"Diagonal Yemen 633 Interior 728, San Linda los altos, DGO 00345-4402",(240)760-3057x8812,6e:b1:99:7b:95:60,117.199.60.88,GB42PLBS3001438913322,2025-06-18 18:39:14,12026,15,284,1451393,3c066f67-e72b-4387-b62f-365f047385b7
Ángela Brito Santacruz,ángelabritosantacruz,ángelabritosantacruz@yahoo.com,41315253603,2008-12-23,"Andador Vietman 748 Interior 397, Nueva Gabón, SON 80219",(025)404-4485,28:4e:54:51:86:2d,108.112.144.11,GB04FGYB2463598256318,2025-06-18 18:39:14,8025,657,429,465851,f060ac8e-cbd4-44cd-8acf-d5a2cdb57f23
Mtro. Miguel Farías,mtro.miguelfarías,mtro.miguelfarías@hotmail.com,91869217470,2012-03-05,"Cerrada Quintana Roo 026 668, San Marcos los altos, VER 22300",(094)660-6781x209,1e:c2:9a:3b:31:53,128.171.96.157,GB61DNJV8741679717341,2025-06-18 18:39:14,3894,818,499,263291,8f7d7fb7-f4ed-46a9-8323-3c3d0a5ef7fd
Irene Cervantes Orosco,irenecervantesorosco,irenecervantesorosco@hotmail.com,60382578205,1982-10-26,"Periférico Sri Lanka 118 Interior 842, Vieja Vietman, YUC 88364-3806",+13(8)7057440001,76:18:ee:c4:ce:48,207.139.206.173,GB72AQOD6619272018151,2025-06-18 18:39:14,18464,823,218,1917864,5429b752-8098-4a55-8a30-cd10ce1a3641
Sara María Luisa Becerra Caballero,saramaríaluisabecerracaballero,saramaríaluisabecerracaballero@yahoo.com,9211152054,1975-02-07,"Prolongación Norte Borrego 478 Interior 236, San Nicolás los bajos, NAY 83344-2843",793.255.6778x664,34:7f:13:60:04:af,222.109.10.109,GB77CEEM8568892013295,2025-06-18 18:39:14,23006,793,112,1552887,e8ff265d-0b6a-4cfd-90d8-ded8f818d4d7
Alma de la Fuente,almadelafuente,almadelafuente@hotmail.com,62294953930,2020-12-20,"Callejón Alcaraz 266 Interior 240, Nueva Canadá, YUC 96382-9873",(197)300-5694x6259,60:30:b4:fb:6f:8f,1.102.3.166,GB34DTVH2336835299357,2025-06-18 18:39:14,30197,253,493,251329,505e7a76-83b6-4e7a-a59d-4acfa8b1dc83
María Luisa Fidel Echeverría Luevano,maríaluisafidelecheverríaluevano,maríaluisafidelecheverríaluevano@gmail.com,7771346819,2004-03-10,"Continuación Fiji 121 Interior 110, Nueva Swazilandia, MOR 79324-5455",926-633-5673,0a:72:85:ac:4d:72,163.243.161.112,GB27LNLO1041322667328,2025-06-18 18:39:14,26364,269,10,1446073,bec4bc7e-cb6e-43d4-8550-9c4865b8b463
Sr(a). Arcelia Moya,sr(a).arceliamoya,sr(a).arceliamoya@yahoo.com,70121915220,1980-11-12,"Cerrada Nayarit 348 Edif. 907 , Depto. 226, San Linda los altos, MEX 48327",(368)657-0632,46:6c:05:5a:4b:fa,89.208.45.229,GB91GCMK5831429813964,2025-06-18 18:39:14,30679,972,562,1763701,4e19377a-b688-4d8a-8ca7-64b1ef78ac96
Anabel Fajardo Bravo,anabelfajardobravo,anabelfajardobravo@gmail.com,50272093589,1958-06-14,"Cerrada Sur Ayala 068 Interior 040, Nueva República Centroafricana, TLAX 36326",897.753.5398x2314,c0:b1:c3:02:e5:98,194.194.207.159,GB87QPAI0947981710954,2025-06-18 18:39:14,25503,406,605,593441,570d1dc5-8830-4507-836c-49c7120c349b
Reina Saucedo,reinasaucedo,reinasaucedo@yahoo.com,84483009290,1981-02-20,"Periférico Sur Salinas 635 Edif. 365 , Depto. 710, San Gregorio de la Montaña, NAY 65331",(331)442-9631,76:1e:f2:90:32:a7,17.215.13.161,GB05NLTK9798028978678,2025-06-18 18:39:14,6303,359,674,1687558,1fb2d617-42cb-4226-9f0f-137e63b25a6d
Ing. Leonardo Mota,ing.leonardomota,ing.leonardomota@yahoo.com,50051714249,1989-04-09,"Calle Chihuahua 396 Interior 666, Nueva Namibia, BC 30077",628-085-3809,7a:22:f1:94:1e:50,98.202.183.5,GB49JMAO2337090490989,2025-06-18 18:39:14,10692,211,543,77375,4614b035-c5cd-42c1-8e86-dda2d6c78812
Nadia Leticia Córdova Collazo,nadialeticiacórdovacollazo,nadialeticiacórdovacollazo@hotmail.com,92871497001,1926-12-16,"Calzada Norte Sierra 969 Interior 761, San Timoteo los bajos, TLAX 15925-3027",01697480603,32:83:dc:45:79:85,124.154.94.130,GB14YEEI8373914426969,2025-06-18 18:39:14,34953,810,388,1111584,1ba33da5-dcb6-44d9-974b-cd3cd1356f54
Abigail Tijerina,abigailtijerina,abigailtijerina@hotmail.com,40807345802,1995-09-15,"Periférico Sur Crespo 068 Interior 729, San Rodolfo los bajos, TAB 70792",(849)881-4368x459,2a:b2:7d:a0:69:93,70.24.183.169,GB88SBZO4174810846260,2025-06-18 18:39:14,25929,820,764,231666,b4e46c9a-7c35-4375-b267-df26c4d8da4c
Adalberto Ana Heredia,adalbertoanaheredia,adalbertoanaheredia@gmail.com,52018491242,1942-03-12,"Circuito Tamaulipas 362 Interior 797, Nueva Irán, BC 31263-9086",+50(1)7794300830,46:3a:a3:ed:b9:1c,92.43.73.222,GB17MJUA5551361022332,2025-06-18 18:39:14,13990,909,130,73468,055a9a66-d7c1-44db-88ed-79714469fd9f
Flavio Ureña Valdés,flavioureñavaldés,flavioureñavaldés@gmail.com,44201938899,1941-03-14,"Andador Nauru 745 Edif. 320 , Depto. 888, Nueva Belice, JAL 38019-6416",566-289-0907x9614,96:3c:14:43:08:3c,174.99.154.168,GB86PWWP2451181791351,2025-06-18 18:39:14,17997,920,800,295850,37fa404f-2b68-4885-bd51-0c11ce59d05b
Gabriel Lorenzo Santiago,gabriellorenzosantiago,gabriellorenzosantiago@hotmail.com,45444899392,1923-03-16,"Calle Acuña 076 Edif. 646 , Depto. 368, San Antonio los altos, BC 51983-4087",(361)499-6245x955,2c:c3:94:cf:7e:42,188.111.156.100,GB09TPBK2031265659303,2025-06-18 18:39:14,13620,928,465,677281,9908a185-1f22-455d-8724-c4eb918a3006
César Abraham Gonzales,césarabrahamgonzales,césarabrahamgonzales@hotmail.com,11977305736,1998-10-24,"Callejón Liberia 786 Edif. 317 , Depto. 602, San Eva de la Montaña, COAH 07926",730-449-6821x98338,fa:5c:e4:34:4c:d3,89.87.7.120,GB09UFCQ1551009315327,2025-06-18 18:39:14,8501,189,638,1406688,12a2c8e3-2df1-496f-b47a-d84231704ce5
Fernando Velásquez Sanabria,fernandovelásquezsanabria,fernandovelásquezsanabria@yahoo.com,51758099140,1922-06-03,"Privada Morelos 622 365, San Mateo los bajos, SIN 97077",+98(6)0434242137,e0:a5:0b:38:14:f7,21.208.131.141,GB11JFKQ9783735381124,2025-06-18 18:39:14,33863,510,430,1471510,1b29895b-c19e-42ab-9861-1f68b2d025f5
Pascual Emilio Luevano Robles,pascualemilioluevanorobles,pascualemilioluevanorobles@yahoo.com,12505389267,1938-02-12,"Privada Sonora 886 430, Vieja Liberia, SIN 42679",00707751988,96:8d:85:4f:80:a6,212.241.0.28,GB11MGGW9603543504076,2025-06-18 18:39:14,32586,827,634,1890777,e7d17f80-4d22-4d39-9198-67a8fc83381e
Reynaldo Sandoval,reynaldosandoval,reynaldosandoval@yahoo.com,65594013909,1916-01-24,"Cerrada Norte Cruz 878 671, San María Luisa los bajos, BCS 42084-8775",(656)919-1761x136,b0:a7:8c:6d:2d:3b,66.38.147.76,GB03OTFN7472463836991,2025-06-18 18:39:14,22065,482,773,1713884,8831f7bb-dd09-4a8e-b2eb-af052aca1790
Emilia Lucas Salgado,emilialucassalgado,emilialucassalgado@hotmail.com,64634992107,1989-01-05,"Cerrada Villalobos 223 163, San Benjamín de la Montaña, JAL 59781-1874",+99(2)8414259919,fa:fc:3d:2a:a4:58,57.53.65.155,GB83IXQT0101586346949,2025-06-18 18:39:14,8643,116,652,1329298,72c8ad0f-5c0e-4b57-abad-1ed70705daaa
Julio César Carrero,juliocésarcarrero,juliocésarcarrero@hotmail.com,79858088937,1928-07-08,"Calle Rojas 749 Interior 081, San Alonso de la Montaña, Q. ROO 60442",026-740-1448x03963,26:44:06:2c:a8:20,32.183.46.85,GB20RFDD2055704558013,2025-06-18 18:39:14,1301,458,39,536600,9af043d5-99d8-440c-b6d7-6c72109bc308
Ofelia Centeno,ofeliacenteno,ofeliacenteno@gmail.com,27297275805,1940-01-24,"Corredor Alonso 498 753, San Enrique los bajos, CHIH 45899",928-619-8229x19355,1e:c1:d5:0a:a0:13,22.195.1.241,GB68TDIG8785665357866,2025-06-18 18:39:14,35408,953,227,757602,90b9e04f-99e5-45d7-944a-c42e953ed110
Estefanía Collazo,estefaníacollazo,estefaníacollazo@gmail.com,17591659531,2003-12-31,"Diagonal Zambrano 126 Edif. 852 , Depto. 159, San Patricia los altos, CHIH 37699-2659",1-804-324-6217,78:eb:53:f0:e0:54,95.142.81.95,GB52ZDSC3444629953933,2025-06-18 18:39:14,4816,426,154,739389,00f6cef5-d659-4a88-8860-57145f4f22e9
Irene Oswaldo Guillen,ireneoswaldoguillen,ireneoswaldoguillen@gmail.com,40223770138,1990-02-04,"Eje vial Guerrero 150 Interior 707, Nueva Swazilandia, GTO 45806-8611",840.478.8520x96208,70:a1:37:cf:15:b4,110.5.73.105,GB11ULNC9277287476917,2025-06-18 18:39:14,17703,239,766,1832813,0e0937c2-8b81-4867-b24a-76cc73c401f2
Beatriz Mercedes Esquivel,beatrizmercedesesquivel,beatrizmercedesesquivel@yahoo.com,18029223437,1963-03-12,"Cerrada Zacatecas 616 Interior 387, San Eva los bajos, NAY 24381",180-569-5631,20:12:be:22:02:6d,79.251.135.182,GB67KFSQ8645382856799,2025-06-18 18:39:14,5601,420,462,1377997,7c941d77-51d2-41c4-bc50-e193851221f9
Abelardo Clara Osorio,abelardoclaraosorio,abelardoclaraosorio@hotmail.com,55320119492,1948-03-23,"Boulevard Sur Saldaña 549 648, San Abel los bajos, VER 80861",1-750-472-4589,42:19:03:8a:24:74,191.154.69.103,GB96OMUH8970550471996,2025-06-18 18:39:14,21734,603,560,793095,1baf904c-e08f-4ba4-bf5f-8b5f427c1799
Marcela Reynoso,marcelareynoso,marcelareynoso@hotmail.com,39429895848,1989-10-20,"Continuación Sur Figueroa 720 Interior 455, Vieja Egipto, OAX 76858-3453",790-117-4800,c0:61:3d:cb:0f:b1,105.44.168.80,GB76EJTT3228186617712,2025-06-18 18:39:14,32646,293,566,1366574,076a7049-d31f-4cb0-b508-18e42b803bfe
Germán Arcelia Perales Abreu,germánarceliaperalesabreu,germánarceliaperalesabreu@gmail.com,90558111721,1994-05-25,"Boulevard Campeche 893 037, San Rosa los altos, YUC 85571-2679",+19(7)1802739382,ea:4a:89:11:c1:ce,154.189.181.72,GB31GUHQ4977372376269,2025-06-18 18:39:14,13479,409,575,1371440,0245bb67-13b3-49a2-b71b-bc0546c35a02
Gregorio Marcos Santana,gregoriomarcossantana,gregoriomarcossantana@hotmail.com,76842489981,1960-03-27,"Andador Sur Flores 544 692, Nueva República Centroafricana, QRO 04981-1990",202-979-7268x52603,a8:10:bb:89:31:44,47.17.104.146,GB67DJAR1994153613220,2025-06-18 18:39:14,30443,819,574,1980614,5b9a782f-1770-4d7c-8d22-64c2f3df7939
Dr. Abril Ávila,dr.abrilávila,dr.abrilávila@yahoo.com,8678475115,1922-08-13,"Circunvalación Sur Olivo 501 940, Vieja República de Corea, SLP 94722",1-112-882-3178x982,5e:32:c3:3e:2c:8a,55.98.219.216,GB91RRMO9989622755319,2025-06-18 18:39:14,21897,319,9,1013820,ec548968-18be-4a68-8154-d61211ba8151
Lic. Ilse Burgos,lic.ilseburgos,lic.ilseburgos@hotmail.com,15991503374,1912-01-10,"Boulevard Túnez 676 254, Nueva México, BCS 77989",1-183-986-7131,40:1a:3c:f2:91:e9,41.6.189.88,GB14SBMS6650909908021,2025-06-18 18:39:14,19977,991,601,369599,a7418108-0840-4c38-b508-38509b037b99
Nelly Rodrigo Samaniego Abreu,nellyrodrigosamaniegoabreu,nellyrodrigosamaniegoabreu@hotmail.com,22757090851,1987-12-15,"Periférico Norte Puente 399 Edif. 168 , Depto. 228, San Antonio los bajos, JAL 06896-3073",(351)521-9442x84531,b0:e6:73:00:61:0f,124.44.115.122,GB34YHQJ0748367297700,2025-06-18 18:39:14,10177,0,391,1519405,72c5a363-0a87-464b-875d-b706c1b1eb27
Ing. Rafaél Castellanos,ing.rafaélcastellanos,ing.rafaélcastellanos@yahoo.com,37152502151,1939-11-23,"Callejón Dominicana 564 552, Nueva Uruguay, COAH 90245-9440",08652103347,18:47:f8:d6:1a:53,125.34.46.250,GB67KTKA8377099328383,2025-06-18 18:39:14,12720,652,230,1584122,67a7b992-5e62-4ae3-b541-2bd376d88546
Víctor Villegas,víctorvillegas,víctorvillegas@hotmail.com,78070573346,1973-09-26,"Circuito Gonzales 018 Interior 103, San Diana de la Montaña, JAL 44579",(646)520-6976x05276,6e:9e:7f:6c:52:39,109.140.133.92,GB08LCRR9642531110609,2025-06-18 18:39:14,23814,5,94,282106,580eda5a-f625-4678-94af-7db3cd094171
Karla David Barela,karladavidbarela,karladavidbarela@gmail.com,77468300205,2025-05-16,"Privada Angola 368 996, San Berta de la Montaña, COAH 79923",(823)898-8572x6428,f6:c4:e3:70:d6:67,7.204.164.197,GB27EXLL7972731963712,2025-06-18 18:39:14,11773,637,618,284316,4fa8bf9b-35b1-483b-8ce6-501c2fbafaf6
Elias Manzanares Guerra,eliasmanzanaresguerra,eliasmanzanaresguerra@hotmail.com,54688235677,2004-11-22,"Andador Magaña 779 Edif. 154 , Depto. 613, Nueva Guyana, BCS 21764",045-993-7662x9596,3c:7e:26:42:a0:c4,7.14.84.109,GB23OOTI9923455867802,2025-06-18 18:39:14,32176,349,672,62344,f09dad56-f2e3-4ce8-943c-b6d5319fea72
Gloria Micaela Segovia Barajas,gloriamicaelasegoviabarajas,gloriamicaelasegoviabarajas@gmail.com,31420996766,1958-09-07,"Eje vial Sur Gollum 622 Edif. 443 , Depto. 126, Vieja Barbados, HGO 80929",524.535.7300,c4:c1:93:85:b5:e9,172.88.24.7,GB32AQGR8914479664454,2025-06-18 18:39:14,344,238,650,501419,427da8dc-617d-481f-8862-8b8e53c531f4
Sr(a). Octavio Cavazos,sr(a).octaviocavazos,sr(a).octaviocavazos@hotmail.com,12827433793,2003-06-04,"Calzada Nájera 322 Edif. 403 , Depto. 549, San José Luis de la Montaña, DGO 99516",839.266.1396,14:71:36:36:6c:f6,4.73.48.216,GB19VISO2391574606034,2025-06-18 18:39:14,13653,586,113,1998808,89d52eac-a0da-4b83-a82c-a3aa05b8fa3a
Maximiliano Rivero,maximilianorivero,maximilianorivero@yahoo.com,13508301150,1910-04-16,"Circuito Camboya 881 278, San Genaro los altos, NAY 50597",(351)304-3577,40:58:c8:b8:cb:06,30.60.199.20,GB20XUKN0110659631011,2025-06-18 18:39:14,35414,568,16,811533,e2c6c105-88ba-4fc7-8131-60732c3d3208
Jaime Ana Luisa Irizarry Santiago,jaimeanaluisairizarrysantiago,jaimeanaluisairizarrysantiago@yahoo.com,65110751891,1953-09-14,"Peatonal Puebla 719 840, Nueva Swazilandia, TAMPS 70747",198-134-7231x67713,8c:0b:09:18:c3:88,28.0.229.83,GB83WNGU9659632882090,2025-06-18 18:39:14,5583,784,746,575968,9e202cd9-3721-43ed-8705-98e1dbec3c78
Óliver Saiz,óliversaiz,óliversaiz@gmail.com,13634560513,1985-12-30,"Calzada Norte Riojas 024 Interior 321, San Ofelia los altos, SLP 27354-7518",(866)718-1437x55664,6a:cd:26:f7:7c:73,91.95.2.113,GB38QKHP3988446738475,2025-06-18 18:39:14,1313,36,329,57646,3e231b76-19ba-42b7-86fb-71e009c6c51d
Felix Jaqueline Otero,felixjaquelineotero,felixjaquelineotero@hotmail.com,22639652589,2024-01-24,"Prolongación Tabasco 819 415, San Noemí los bajos, ZAC 28620",1-672-901-5975,88:f6:f6:26:ff:93,183.53.199.189,GB13IYHN1024647441446,2025-06-18 18:39:14,3726,551,132,1188932,d7dcd67b-ec08-48e3-ae2c-c8fed0728488
Lic. Estela Tirado,lic.estelatirado,lic.estelatirado@gmail.com,39776897850,2001-08-26,"Eje vial Chipre 486 Interior 163, Vieja Chipre, YUC 55694",(602)326-8625x48531,a0:b2:cb:18:3e:a7,60.241.32.93,GB28DATW9652651162588,2025-06-18 18:39:14,24139,722,263,1710881,f4b6bebf-3bc2-483d-b687-820584a9d108
José Emilio Ernesto Arteaga Bermúdez,joséemilioernestoarteagabermúdez,joséemilioernestoarteagabermúdez@gmail.com,15061299770,1962-04-12,"Peatonal Emiratos Árabes Unidos 105 717, Nueva Burundi, VER 32020-3584",879.667.1315,ac:50:f7:2c:af:63,6.15.38.201,GB50JYGT6318970319125,2025-06-18 18:39:14,29714,624,40,388804,c7c7d3ba-cb96-4358-ae14-39de15cff06b
Francisco María Teresa Barrientos,franciscomaríateresabarrientos,franciscomaríateresabarrientos@gmail.com,62627351976,2007-10-13,"Callejón Fierro 803 Edif. 378 , Depto. 896, San Elsa los bajos, BC 40585-8565",824-336-2261,8e:59:91:05:33:ad,185.154.56.12,GB40WOII9195501763713,2025-06-18 18:39:14,25620,6,219,1239387,17cea4a8-32f4-4591-8385-0189ac17426f
Gabriela Solís,gabrielasolís,gabrielasolís@yahoo.com,91687313725,1920-09-10,"Pasaje Tlaxcala 500 Edif. 053 , Depto. 866, San Rosalia los altos, DF 88014",09939443970,88:89:0e:27:a9:ac,175.39.68.72,GB88CNAP6891790772420,2025-06-18 18:39:14,22603,382,273,155702,e62d23a7-7d0b-4405-9243-f31175de0849
Esmeralda Julia Palacios Saavedra,esmeraldajuliapalaciossaavedra,esmeraldajuliapalaciossaavedra@hotmail.com,85656859262,1959-03-28,"Cerrada Zamudio 880 587, Nueva Italia, BC 42014-4227",826-123-4820,f0:22:69:de:5b:f5,15.194.1.195,GB88ANKY5942377705191,2025-06-18 18:39:14,23943,620,729,1145990,fc4e54e7-586d-4bcf-8ead-6d5bf4fdef88
Caridad Guillermo Guerrero Cabán,caridadguillermoguerrerocabán,caridadguillermoguerrerocabán@yahoo.com,23785755697,1999-10-07,"Circunvalación Serna 437 Interior 055, Nueva Bahrein, OAX 76719-0146",+00(2)2699690890,10:db:cb:4c:2c:4f,49.253.134.102,GB45RLDA5917924458059,2025-06-18 18:39:14,25845,355,767,1017497,fcd51124-8dea-4c02-b179-ef97e0557dd6
Ing. Serafín Ruelas,ing.serafínruelas,ing.serafínruelas@gmail.com,95138730684,1972-06-01,"Periférico Nuevo León 597 591, Nueva Uganda, MOR 24754-8913",(094)550-0335,e4:c7:cd:41:cb:a3,122.223.53.84,GB09QVSN4239681682495,2025-06-18 18:39:14,20964,860,376,627520,44d0e85d-80a8-4415-9503-7c97280583f1
Mtro. Elias Sáenz,mtro.eliassáenz,mtro.eliassáenz@hotmail.com,9271754534,1973-12-21,"Pasaje Norte Cavazos 495 Interior 164, San Tania de la Montaña, GRO 56881-3590",814-253-3167x1793,88:98:1e:10:7c:5f,156.47.250.169,GB35JLAW2581225634515,2025-06-18 18:39:14,23885,414,386,665782,1102463d-edee-4376-b7eb-f64f65b6996f
Tomás Montañez,tomásmontañez,tomásmontañez@gmail.com,91405807438,1913-03-23,"Peatonal Sur Zambrano 944 902, Vieja Ucrania, DGO 68926",711.039.0855,32:68:99:f1:d1:7a,200.87.66.64,GB92ZBXS4520848833600,2025-06-18 18:39:14,3062,113,39,1710279,74e81e50-25a5-468a-bd5f-131c91253aa5
Alma Amador Lozada,almaamadorlozada,almaamadorlozada@hotmail.com,38450607684,1948-11-03,"Prolongación Indonesia 346 Edif. 658 , Depto. 269, Vieja Países Bajos, COAH 59419",(120)811-2525x58652,e4:95:05:26:4b:56,74.21.116.35,GB39EPRC7752108824812,2025-06-18 18:39:14,27296,617,677,871147,47042c5b-b7e5-4fd1-a0e2-8e57e3dffe5c
